user,from_geo,to_geo,from_timestamp,to_timestamp,distance_km,hours_between,speed_kmh
user_001,AU,IN,2026-01-11 03:42:02.894934,2026-01-11 04:49:21.894934,7822.7,1.12,6972.5
user_001,IN,GB,2026-01-11 04:49:21.894934,2026-01-11 08:15:42.894934,7581.5,3.44,2204.4
user_001,GB,SG,2026-01-11 15:01:46.894934,2026-01-11 15:05:20.894934,10908.5,0.06,183506.7
user_001,SG,CA,2026-01-11 15:05:20.894934,2026-01-11 15:56:37.894934,13073.3,0.85,15295.4
user_001,CA,GB,2026-01-11 15:56:37.894934,2026-01-11 16:13:43.894934,5983.0,0.28,20992.9
user_001,DE,US,2026-01-11 19:59:30.894934,2026-01-11 21:40:29.894934,7850.4,1.68,4664.4
user_001,US,IN,2026-01-11 21:40:29.894934,2026-01-11 21:53:22.894934,13485.0,0.21,62802.0
user_001,IN,CA,2026-01-11 21:53:22.894934,2026-01-12 02:47:52.894934,11472.4,4.91,2337.3
user_001,CA,AU,2026-01-12 02:47:52.894934,2026-01-12 03:03:13.894934,14155.8,0.26,55332.1
user_001,AU,SG,2026-01-12 03:03:13.894934,2026-01-12 07:22:27.894934,4381.7,4.32,1014.1
user_001,GB,US,2026-01-12 14:23:32.894934,2026-01-12 17:21:21.894934,6978.6,2.96,2354.8
user_001,CA,IN,2026-01-12 17:56:36.894934,2026-01-12 19:44:08.894934,11472.4,1.79,6401.2
user_001,IN,CA,2026-01-12 19:44:08.894934,2026-01-12 23:40:57.894934,11472.4,3.95,2906.6
user_001,CA,IN,2026-01-12 23:40:57.894934,2026-01-13 01:11:07.894934,11472.4,1.5,7634.1
user_001,IN,CA,2026-01-13 01:11:07.894934,2026-01-13 01:58:09.894934,11472.4,0.78,14635.2
user_001,CA,SG,2026-01-13 01:58:09.894934,2026-01-13 02:05:52.894934,13073.3,0.13,101649.7
user_001,SG,US,2026-01-13 02:05:52.894934,2026-01-13 02:54:23.894934,15146.4,0.81,18731.4
user_001,US,IN,2026-01-13 02:54:23.894934,2026-01-13 03:01:40.894934,13485.0,0.12,111089.1
user_001,IN,CA,2026-01-13 03:01:40.894934,2026-01-13 03:42:23.894934,11472.4,0.68,16905.7
user_001,US,SG,2026-01-13 06:19:19.894934,2026-01-13 06:27:54.894934,15146.4,0.14,105878.0
user_001,SG,GB,2026-01-13 06:27:54.894934,2026-01-13 06:51:36.894934,10908.5,0.4,27616.3
user_001,GB,IN,2026-01-13 06:51:36.894934,2026-01-13 08:03:31.894934,7581.5,1.2,6325.2
user_001,IN,DE,2026-01-13 08:57:52.894934,2026-01-13 09:22:18.894934,6751.1,0.41,16578.4
user_002,IN,CA,2026-01-06 13:48:24.894934,2026-01-06 15:43:04.894934,11472.4,1.91,6003.0
user_002,CA,GB,2026-01-06 15:43:04.894934,2026-01-06 17:13:13.894934,5983.0,1.5,3982.0
user_002,DE,US,2026-01-06 22:03:14.894934,2026-01-06 23:49:10.894934,7850.4,1.77,4446.4
user_002,CA,AU,2026-01-07 03:04:07.894934,2026-01-07 03:15:57.894934,14155.8,0.2,71775.9
user_002,AU,DE,2026-01-07 03:15:57.894934,2026-01-07 07:23:38.894934,14473.0,4.13,3506.0
user_002,GB,CA,2026-01-07 07:29:36.894934,2026-01-07 08:00:48.894934,5983.0,0.52,11505.7
user_002,CA,SG,2026-01-07 08:00:48.894934,2026-01-07 09:14:56.894934,13073.3,1.24,10580.9
user_002,SG,CA,2026-01-07 09:14:56.894934,2026-01-07 12:37:42.894934,13073.3,3.38,3868.5
user_002,CA,SG,2026-01-07 12:37:42.894934,2026-01-07 15:18:20.894934,13073.3,2.68,4883.2
user_002,SG,GB,2026-01-07 15:18:20.894934,2026-01-07 17:49:22.894934,10908.5,2.52,4333.5
user_002,GB,CA,2026-01-07 20:59:57.894934,2026-01-07 22:20:27.894934,5983.0,1.34,4459.4
user_002,US,SG,2026-01-08 01:45:44.894934,2026-01-08 03:15:26.894934,15146.4,1.5,10131.4
user_002,SG,AU,2026-01-08 03:15:26.894934,2026-01-08 04:49:14.894934,4381.7,1.56,2802.8
user_002,AU,US,2026-01-08 06:54:10.894934,2026-01-08 08:26:16.894934,15068.1,1.53,9816.4
user_002,US,AU,2026-01-08 08:26:16.894934,2026-01-08 09:26:24.894934,15068.1,1.0,15034.7
user_002,AU,SG,2026-01-08 09:26:24.894934,2026-01-08 09:49:41.894934,4381.7,0.39,11291.4
user_002,SG,AU,2026-01-08 09:49:41.894934,2026-01-08 14:29:31.894934,4381.7,4.66,939.5
user_002,AU,SG,2026-01-08 14:29:31.894934,2026-01-08 15:44:01.894934,4381.7,1.24,3528.9
user_002,SG,US,2026-01-08 15:44:01.894934,2026-01-08 17:50:36.894934,15146.4,2.11,7179.4
user_002,US,DE,2026-01-08 17:50:36.894934,2026-01-08 18:54:34.894934,7850.4,1.07,7363.6
user_002,DE,US,2026-01-08 18:54:34.894934,2026-01-08 19:59:09.894934,7850.4,1.08,7293.3
user_002,US,IN,2026-01-08 19:59:09.894934,2026-01-08 22:35:59.894934,13485.0,2.61,5159.0
user_002,IN,DE,2026-01-08 22:35:59.894934,2026-01-08 22:43:44.894934,6751.1,0.13,52266.4
user_002,DE,IN,2026-01-08 22:43:44.894934,2026-01-09 00:45:04.894934,6751.1,2.02,3338.4
user_002,IN,GB,2026-01-09 00:45:04.894934,2026-01-09 02:45:40.894934,7581.5,2.01,3771.9
user_002,GB,SG,2026-01-09 02:45:40.894934,2026-01-09 03:12:41.894934,10908.5,0.45,24226.1
user_002,SG,IN,2026-01-09 03:12:41.894934,2026-01-09 03:36:39.894934,3447.9,0.4,8631.7
user_002,IN,GB,2026-01-09 03:36:39.894934,2026-01-09 04:28:03.894934,7581.5,0.86,8849.9
user_002,GB,AU,2026-01-09 04:28:03.894934,2026-01-09 04:31:54.894934,15190.5,0.06,236734.9
user_002,AU,DE,2026-01-09 04:46:13.894934,2026-01-09 06:43:01.894934,14473.0,1.95,7434.7
user_002,DE,US,2026-01-09 06:43:01.894934,2026-01-09 08:07:47.894934,7850.4,1.41,5556.7
user_002,CA,AU,2026-01-09 09:05:11.894934,2026-01-09 10:58:48.894934,14155.8,1.89,7475.6
user_002,AU,DE,2026-01-09 10:58:48.894934,2026-01-09 12:29:11.894934,14473.0,1.51,9607.7
user_002,DE,SG,2026-01-09 12:29:11.894934,2026-01-09 13:54:20.894934,10127.3,1.42,7136.1
user_002,SG,DE,2026-01-09 13:54:20.894934,2026-01-09 16:43:13.894934,10127.3,2.81,3598.0
user_002,DE,CA,2026-01-09 16:43:13.894934,2026-01-09 19:28:53.894934,6746.3,2.76,2443.3
user_002,CA,AU,2026-01-09 19:28:53.894934,2026-01-09 19:38:52.894934,14155.8,0.17,85076.6
user_002,AU,CA,2026-01-09 19:38:52.894934,2026-01-09 20:16:41.894934,14155.8,0.63,22459.6
user_002,US,AU,2026-01-10 02:58:22.894934,2026-01-10 04:12:23.894934,15068.1,1.23,12214.6
user_002,AU,CA,2026-01-10 04:12:23.894934,2026-01-10 04:49:23.894934,14155.8,0.62,22955.3
user_002,US,AU,2026-01-10 05:01:21.894934,2026-01-10 05:55:45.894934,15068.1,0.91,16619.2
user_002,AU,IN,2026-01-10 05:55:45.894934,2026-01-10 07:29:36.894934,7822.7,1.56,5001.2
user_002,IN,DE,2026-01-10 07:29:36.894934,2026-01-10 10:29:44.894934,6751.1,3.0,2248.7
user_002,DE,CA,2026-01-10 10:29:44.894934,2026-01-10 13:40:52.894934,6746.3,3.19,2117.8
user_002,CA,AU,2026-01-10 13:40:52.894934,2026-01-10 15:57:42.894934,14155.8,2.28,6207.2
user_002,AU,SG,2026-01-10 15:57:42.894934,2026-01-10 17:06:26.894934,4381.7,1.15,3824.9
user_002,SG,GB,2026-01-10 17:06:26.894934,2026-01-10 17:38:02.894934,10908.5,0.53,20712.3
user_002,GB,SG,2026-01-10 18:57:32.894934,2026-01-10 19:24:18.894934,10908.5,0.45,24452.3
user_002,SG,CA,2026-01-10 19:24:18.894934,2026-01-10 20:19:51.894934,13073.3,0.93,14120.6
user_002,CA,IN,2026-01-10 20:19:51.894934,2026-01-10 21:27:07.894934,11472.4,1.12,10233.0
user_002,IN,CA,2026-01-10 22:28:32.894934,2026-01-11 01:31:19.894934,11472.4,3.05,3765.9
user_002,CA,AU,2026-01-11 02:17:48.894934,2026-01-11 03:22:10.894934,14155.8,1.07,13195.5
user_002,AU,US,2026-01-11 03:22:10.894934,2026-01-11 04:01:20.894934,15068.1,0.65,23083.1
user_002,US,GB,2026-01-11 04:01:20.894934,2026-01-11 04:31:45.894934,6978.6,0.51,13766.1
user_002,DE,SG,2026-01-11 08:44:07.894934,2026-01-11 08:45:22.894934,10127.3,0.02,486108.6
user_002,SG,DE,2026-01-11 08:45:22.894934,2026-01-11 09:07:09.894934,10127.3,0.36,27894.5
user_002,DE,SG,2026-01-11 09:07:09.894934,2026-01-11 09:21:23.894934,10127.3,0.24,42691.0
user_002,SG,GB,2026-01-11 09:21:23.894934,2026-01-11 09:37:15.894934,10908.5,0.26,41250.5
user_002,GB,US,2026-01-11 09:37:15.894934,2026-01-11 10:42:19.894934,6978.6,1.08,6435.2
user_002,CA,AU,2026-01-11 10:46:16.894934,2026-01-11 12:23:44.894934,14155.8,1.62,8714.2
user_002,AU,SG,2026-01-11 12:23:44.894934,2026-01-11 12:38:15.894934,4381.7,0.24,18110.3
user_002,SG,DE,2026-01-11 18:17:07.894934,2026-01-11 18:25:38.894934,10127.3,0.14,71346.7
user_002,DE,SG,2026-01-11 18:25:38.894934,2026-01-11 20:35:29.894934,10127.3,2.16,4679.5
user_002,SG,US,2026-01-11 20:35:29.894934,2026-01-11 21:16:36.894934,15146.4,0.69,22102.6
user_002,US,GB,2026-01-11 21:16:36.894934,2026-01-11 22:07:31.894934,6978.6,0.85,8223.6
user_002,GB,CA,2026-01-11 22:07:31.894934,2026-01-11 22:10:39.894934,5983.0,0.05,114567.5
user_002,CA,DE,2026-01-11 22:10:39.894934,2026-01-11 23:27:43.894934,6746.3,1.28,5252.3
user_002,DE,IN,2026-01-11 23:27:43.894934,2026-01-12 00:11:58.894934,6751.1,0.74,9154.0
user_002,IN,SG,2026-01-12 00:11:58.894934,2026-01-12 01:06:50.894934,3447.9,0.91,3770.4
user_002,SG,GB,2026-01-12 01:06:50.894934,2026-01-12 01:06:53.894934,10908.5,0.0,13090147.9
user_002,GB,IN,2026-01-12 04:27:10.894934,2026-01-12 06:31:29.894934,7581.5,2.07,3659.1
user_002,IN,SG,2026-01-12 06:31:29.894934,2026-01-12 11:06:21.894934,3447.9,4.58,752.6
user_002,SG,DE,2026-01-12 11:06:21.894934,2026-01-12 11:35:56.894934,10127.3,0.49,20539.8
user_002,DE,SG,2026-01-12 11:35:56.894934,2026-01-12 13:56:12.894934,10127.3,2.34,4332.0
user_002,SG,GB,2026-01-12 13:56:12.894934,2026-01-12 14:10:38.894934,10908.5,0.24,45346.9
user_002,GB,AU,2026-01-12 14:10:38.894934,2026-01-12 15:44:04.894934,15190.5,1.56,9754.9
user_002,AU,DE,2026-01-12 15:44:04.894934,2026-01-12 16:21:09.894934,14473.0,0.62,23416.9
user_002,DE,SG,2026-01-12 16:21:09.894934,2026-01-12 16:52:12.894934,10127.3,0.52,19569.6
user_002,SG,AU,2026-01-12 16:52:12.894934,2026-01-12 17:01:00.894934,4381.7,0.15,29875.2
user_002,AU,DE,2026-01-12 17:01:00.894934,2026-01-12 17:03:57.894934,14473.0,0.05,294365.4
user_002,DE,SG,2026-01-12 17:03:57.894934,2026-01-12 19:27:33.894934,10127.3,2.39,4231.4
user_002,SG,IN,2026-01-12 19:27:33.894934,2026-01-12 21:47:32.894934,3447.9,2.33,1477.8
user_002,IN,GB,2026-01-13 02:05:41.894934,2026-01-13 03:15:58.894934,7581.5,1.17,6472.2
user_002,GB,CA,2026-01-13 03:15:58.894934,2026-01-13 04:42:04.894934,5983.0,1.44,4169.3
user_002,CA,IN,2026-01-13 04:42:04.894934,2026-01-13 08:22:26.894934,11472.4,3.67,3123.6
user_002,IN,DE,2026-01-13 10:18:15.894934,2026-01-13 10:46:27.894934,6751.1,0.47,14364.0
user_003,SG,AU,2026-01-06 17:26:49.894934,2026-01-06 20:38:11.894934,4381.7,3.19,1373.8
user_003,AU,SG,2026-01-06 20:38:11.894934,2026-01-06 23:33:56.894934,4381.7,2.93,1495.9
user_003,SG,GB,2026-01-06 23:33:56.894934,2026-01-06 23:56:05.894934,10908.5,0.37,29548.9
user_003,GB,SG,2026-01-06 23:56:05.894934,2026-01-07 01:42:25.894934,10908.5,1.77,6155.2
user_003,SG,CA,2026-01-07 01:42:25.894934,2026-01-07 01:51:56.894934,13073.3,0.16,82423.5
user_003,US,AU,2026-01-07 02:10:20.894934,2026-01-07 02:54:17.894934,15068.1,0.73,20570.8
user_003,AU,IN,2026-01-07 02:54:17.894934,2026-01-07 04:56:14.894934,7822.7,2.03,3848.8
user_003,IN,CA,2026-01-07 04:56:14.894934,2026-01-07 05:45:54.894934,11472.4,0.83,13859.2
user_003,CA,GB,2026-01-07 05:45:54.894934,2026-01-07 07:07:17.894934,5983.0,1.36,4411.0
user_003,DE,SG,2026-01-07 08:33:50.894934,2026-01-07 08:39:32.894934,10127.3,0.1,106602.8
user_003,SG,DE,2026-01-07 08:39:32.894934,2026-01-07 09:05:02.894934,10127.3,0.42,23828.9
user_003,DE,AU,2026-01-07 10:14:08.894934,2026-01-07 10:55:44.894934,14473.0,0.69,20874.5
user_003,AU,SG,2026-01-07 10:55:44.894934,2026-01-07 14:05:34.894934,4381.7,3.16,1384.9
user_003,SG,IN,2026-01-07 14:05:34.894934,2026-01-07 15:02:17.894934,3447.9,0.95,3647.5
user_003,IN,GB,2026-01-07 15:02:17.894934,2026-01-07 16:45:49.894934,7581.5,1.73,4393.6
user_003,GB,CA,2026-01-07 16:45:49.894934,2026-01-07 18:15:59.894934,5983.0,1.5,3981.3
user_003,CA,SG,2026-01-07 18:15:59.894934,2026-01-07 18:22:08.894934,13073.3,0.1,127544.2
user_003,SG,AU,2026-01-07 18:22:08.894934,2026-01-07 18:26:24.894934,4381.7,0.07,61617.5
user_003,AU,SG,2026-01-07 18:51:44.894934,2026-01-07 20:54:19.894934,4381.7,2.04,2144.7
user_003,SG,AU,2026-01-07 21:16:47.894934,2026-01-07 21:50:57.894934,4381.7,0.57,7694.7
user_003,AU,GB,2026-01-07 21:50:57.894934,2026-01-07 23:35:13.894934,15190.5,1.74,8741.3
user_003,DE,US,2026-01-07 23:55:43.894934,2026-01-08 02:33:51.894934,7850.4,2.64,2978.7
user_003,US,SG,2026-01-08 02:33:51.894934,2026-01-08 03:53:08.894934,15146.4,1.32,11462.5
user_003,SG,AU,2026-01-08 03:53:08.894934,2026-01-08 04:04:09.894934,4381.7,0.18,23864.0
user_003,AU,DE,2026-01-08 05:03:34.894934,2026-01-08 06:00:51.894934,14473.0,0.95,15159.3
user_003,GB,AU,2026-01-08 06:42:30.894934,2026-01-08 06:49:38.894934,15190.5,0.12,127770.5
user_003,AU,GB,2026-01-08 06:49:38.894934,2026-01-08 07:59:55.894934,15190.5,1.17,12967.9
user_003,GB,SG,2026-01-08 08:31:53.894934,2026-01-08 08:46:48.894934,10908.5,0.25,43877.6
user_003,SG,AU,2026-01-08 09:54:36.894934,2026-01-08 11:29:48.894934,4381.7,1.59,2761.6
user_003,AU,CA,2026-01-08 11:29:48.894934,2026-01-08 11:34:49.894934,14155.8,0.08,169305.2
user_003,US,AU,2026-01-08 17:32:33.894934,2026-01-08 19:47:14.894934,15068.1,2.24,6712.7
user_003,AU,SG,2026-01-08 19:47:14.894934,2026-01-08 20:27:45.894934,4381.7,0.68,6488.7
user_003,SG,DE,2026-01-08 20:27:45.894934,2026-01-08 21:14:35.894934,10127.3,0.78,12974.4
user_003,DE,US,2026-01-08 21:14:35.894934,2026-01-08 22:57:38.894934,7850.4,1.72,4570.8
user_003,US,SG,2026-01-08 22:57:38.894934,2026-01-08 23:08:49.894934,15146.4,0.19,81262.5
user_003,SG,US,2026-01-08 23:08:49.894934,2026-01-08 23:41:54.894934,15146.4,0.55,27469.6
user_003,US,DE,2026-01-08 23:41:54.894934,2026-01-09 00:12:25.894934,7850.4,0.51,15435.0
user_003,GB,CA,2026-01-09 00:32:58.894934,2026-01-09 00:48:30.894934,5983.0,0.26,23110.2
user_003,CA,IN,2026-01-09 00:48:30.894934,2026-01-09 03:22:08.894934,11472.4,2.56,4480.4
user_003,IN,GB,2026-01-09 03:22:08.894934,2026-01-09 05:50:38.894934,7581.5,2.48,3063.2
user_003,GB,IN,2026-01-09 05:50:38.894934,2026-01-09 07:52:31.894934,7581.5,2.03,3732.2
user_003,IN,AU,2026-01-09 07:52:31.894934,2026-01-09 08:00:19.894934,7822.7,0.13,60174.8
user_003,AU,GB,2026-01-09 08:00:19.894934,2026-01-09 09:34:52.894934,15190.5,1.58,9639.7
user_003,GB,US,2026-01-09 09:34:52.894934,2026-01-09 10:25:52.894934,6978.6,0.85,8210.2
user_003,IN,DE,2026-01-09 17:58:54.894934,2026-01-09 18:19:19.894934,6751.1,0.34,19839.9
user_003,DE,SG,2026-01-09 18:19:19.894934,2026-01-09 20:05:46.894934,10127.3,1.77,5708.2
user_003,SG,IN,2026-01-09 20:05:46.894934,2026-01-10 00:09:40.894934,3447.9,4.07,848.2
user_003,IN,DE,2026-01-10 00:09:40.894934,2026-01-10 01:02:31.894934,6751.1,0.88,7664.4
user_003,DE,CA,2026-01-10 01:02:31.894934,2026-01-10 01:14:05.894934,6746.3,0.19,34995.0
user_003,CA,SG,2026-01-10 01:14:05.894934,2026-01-10 01:33:17.894934,13073.3,0.32,40854.0
user_003,SG,AU,2026-01-10 03:40:02.894934,2026-01-10 04:58:19.894934,4381.7,1.3,3358.3
user_003,AU,CA,2026-01-10 04:58:19.894934,2026-01-10 05:11:01.894934,14155.8,0.21,66877.8
user_003,CA,AU,2026-01-10 05:11:01.894934,2026-01-10 06:44:30.894934,14155.8,1.56,9085.6
user_003,AU,CA,2026-01-10 06:44:30.894934,2026-01-10 08:22:04.894934,14155.8,1.63,8705.3
user_003,CA,GB,2026-01-10 09:45:33.894934,2026-01-10 09:49:08.894934,5983.0,0.06,100179.9
user_003,GB,CA,2026-01-10 09:49:08.894934,2026-01-10 13:50:02.894934,5983.0,4.01,1490.2
user_003,CA,GB,2026-01-10 13:50:02.894934,2026-01-10 15:32:14.894934,5983.0,1.7,3512.5
user_003,US,DE,2026-01-10 21:42:28.894934,2026-01-10 23:31:16.894934,7850.4,1.81,4329.3
user_003,DE,US,2026-01-11 00:54:30.894934,2026-01-11 02:10:55.894934,7850.4,1.27,6163.9
user_003,US,GB,2026-01-11 02:10:55.894934,2026-01-11 05:41:56.894934,6978.6,3.52,1984.3
user_003,GB,CA,2026-01-11 05:41:56.894934,2026-01-11 07:08:48.894934,5983.0,1.45,4132.5
user_003,US,GB,2026-01-11 08:54:59.894934,2026-01-11 09:37:13.894934,6978.6,0.7,9914.4
user_003,GB,AU,2026-01-11 12:14:13.894934,2026-01-11 13:15:51.894934,15190.5,1.03,14787.9
user_003,AU,GB,2026-01-11 13:15:51.894934,2026-01-11 13:49:41.894934,15190.5,0.56,26938.8
user_003,GB,US,2026-01-11 14:18:53.894934,2026-01-11 14:38:34.894934,6978.6,0.33,21272.8
user_003,US,AU,2026-01-11 14:38:34.894934,2026-01-11 15:25:12.894934,15068.1,0.78,19387.1
user_003,AU,GB,2026-01-11 15:25:12.894934,2026-01-11 16:29:02.894934,15190.5,1.06,14278.3
user_003,GB,SG,2026-01-11 17:24:43.894934,2026-01-11 19:39:59.894934,10908.5,2.25,4838.6
user_003,SG,GB,2026-01-11 19:39:59.894934,2026-01-11 20:29:13.894934,10908.5,0.82,13294.0
user_003,GB,IN,2026-01-11 20:29:13.894934,2026-01-11 21:03:48.894934,7581.5,0.58,13153.4
user_003,IN,GB,2026-01-11 21:49:55.894934,2026-01-11 22:37:43.894934,7581.5,0.8,9516.5
user_003,GB,AU,2026-01-11 22:37:43.894934,2026-01-11 23:44:26.894934,15190.5,1.11,13661.2
user_003,AU,SG,2026-01-12 00:01:49.894934,2026-01-12 00:12:18.894934,4381.7,0.17,25078.0
user_003,SG,DE,2026-01-12 02:38:57.894934,2026-01-12 02:53:38.894934,10127.3,0.24,41382.7
user_003,DE,AU,2026-01-12 02:53:38.894934,2026-01-12 02:59:37.894934,14473.0,0.1,145132.8
user_003,AU,IN,2026-01-12 02:59:37.894934,2026-01-12 04:18:43.894934,7822.7,1.32,5933.8
user_003,IN,US,2026-01-12 04:18:43.894934,2026-01-12 04:57:02.894934,13485.0,0.64,21116.1
user_003,US,GB,2026-01-12 05:37:08.894934,2026-01-12 05:55:03.894934,6978.6,0.3,23370.3
user_003,GB,US,2026-01-12 05:55:03.894934,2026-01-12 06:02:57.894934,6978.6,0.13,53002.4
user_003,US,AU,2026-01-12 06:02:57.894934,2026-01-12 06:54:11.894934,15068.1,0.85,17646.5
user_003,AU,GB,2026-01-12 06:54:11.894934,2026-01-12 07:32:18.894934,15190.5,0.64,23911.6
user_003,GB,CA,2026-01-12 16:12:52.894934,2026-01-12 16:40:30.894934,5983.0,0.46,12990.8
user_003,CA,AU,2026-01-12 16:40:30.894934,2026-01-12 16:44:49.894934,14155.8,0.07,196760.1
user_003,AU,IN,2026-01-12 16:44:49.894934,2026-01-12 17:10:00.894934,7822.7,0.42,18637.9
user_003,IN,US,2026-01-12 17:10:00.894934,2026-01-12 18:28:30.894934,13485.0,1.31,10307.0
user_003,US,IN,2026-01-12 18:28:30.894934,2026-01-12 18:30:20.894934,13485.0,0.03,441326.7
user_003,IN,AU,2026-01-12 18:30:20.894934,2026-01-12 19:40:22.894934,7822.7,1.17,6702.0
user_003,AU,DE,2026-01-12 19:40:22.894934,2026-01-12 20:13:51.894934,14473.0,0.56,25934.6
user_003,DE,CA,2026-01-12 20:13:51.894934,2026-01-12 20:14:50.894934,6746.3,0.02,411636.4
user_003,CA,GB,2026-01-12 20:14:50.894934,2026-01-12 22:18:14.894934,5983.0,2.06,2909.1
user_003,GB,CA,2026-01-12 22:18:14.894934,2026-01-12 22:49:20.894934,5983.0,0.52,11542.7
user_003,US,IN,2026-01-12 23:39:28.894934,2026-01-13 02:03:48.894934,13485.0,2.41,5605.8
user_003,IN,AU,2026-01-13 02:03:48.894934,2026-01-13 03:08:59.894934,7822.7,1.09,7200.7
user_003,AU,IN,2026-01-13 03:08:59.894934,2026-01-13 04:57:25.894934,7822.7,1.81,4328.6
user_003,IN,GB,2026-01-13 04:57:25.894934,2026-01-13 05:25:30.894934,7581.5,0.47,16197.8
user_003,GB,CA,2026-01-13 05:25:30.894934,2026-01-13 08:14:04.894934,5983.0,2.81,2129.6
user_003,US,DE,2026-01-13 09:08:47.894934,2026-01-13 09:24:03.894934,7850.4,0.25,30853.2
user_003,DE,SG,2026-01-13 11:29:16.894934,2026-01-13 11:37:40.894934,10127.3,0.14,72337.6
user_003,SG,DE,2026-01-13 11:37:40.894934,2026-01-13 12:28:31.894934,10127.3,0.85,11949.6
user_004,SG,CA,2026-01-06 13:21:14.894934,2026-01-06 13:30:16.894934,13073.3,0.15,86833.6
user_004,CA,GB,2026-01-06 13:30:16.894934,2026-01-06 14:10:55.894934,5983.0,0.68,8831.0
user_004,GB,CA,2026-01-06 14:10:55.894934,2026-01-06 14:14:39.894934,5983.0,0.06,96154.9
user_004,CA,IN,2026-01-06 14:14:39.894934,2026-01-06 15:34:21.894934,11472.4,1.33,8636.7
user_004,IN,AU,2026-01-06 15:34:21.894934,2026-01-06 15:44:00.894934,7822.7,0.16,48638.7
user_004,AU,US,2026-01-06 15:44:00.894934,2026-01-06 17:33:46.894934,15068.1,1.83,8236.4
user_004,US,DE,2026-01-06 17:33:46.894934,2026-01-06 20:08:06.894934,7850.4,2.57,3052.0
user_004,DE,CA,2026-01-06 20:08:06.894934,2026-01-06 23:51:49.894934,6746.3,3.73,1809.3
user_004,US,GB,2026-01-07 00:43:39.894934,2026-01-07 01:58:35.894934,6978.6,1.25,5587.9
user_004,GB,SG,2026-01-07 01:58:35.894934,2026-01-07 02:57:01.894934,10908.5,0.97,11200.9
