timestamp,user,src_ip,geo,device_id,auth_system,event_type,success,is_new_device,off_hours
2026-01-06 17:13:13.894934,user_002,203.0.113.10,GB,attacker_dev_203_0_113_10,okta,login,False,True,False
2026-01-06 22:03:14.894934,user_002,10.31.245.217,DE,dev_user_002_3,okta,login,True,False,True
2026-01-06 23:49:10.894934,user_002,10.155.252.30,US,dev_user_002_3,vpn,login,True,False,True
2026-01-07 03:04:07.894934,user_002,203.0.113.10,CA,attacker_dev_203_0_113_10,okta,login,False,True,True
2026-01-07 03:15:57.894934,user_002,10.254.146.199,AU,dev_user_002_3,vpn,login,True,False,True
2026-01-07 07:23:38.894934,user_002,10.237.154.167,DE,dev_user_002_1,vpn,login,True,False,False
2026-01-07 07:29:36.894934,user_002,10.243.229.200,GB,dev_user_002_3,ad,login,True,False,False
2026-01-07 08:00:48.894934,user_002,10.205.251.19,CA,dev_user_002_3,ad,login,True,False,False
2026-01-07 09:14:56.894934,user_002,10.72.15.24,SG,dev_user_002_1,ad,login,True,False,False
2026-01-07 12:37:42.894934,user_002,10.80.122.45,CA,dev_user_002_1,vpn,login,True,False,False
2026-01-07 15:18:20.894934,user_002,10.222.50.195,SG,dev_user_002_1,ad,login,True,False,False
2026-01-07 17:49:22.894934,user_002,10.250.208.241,GB,dev_user_002_3,vpn,login,True,False,False
2026-01-07 20:59:57.894934,user_002,10.13.67.4,GB,dev_user_002_3,vpn,login,True,False,True
2026-01-07 22:20:27.894934,user_002,10.83.159.28,CA,dev_user_002_2,vpn,login,True,True,True
2026-01-08 01:45:44.894934,user_002,10.251.52.224,US,dev_user_002_2,ad,login,True,False,True
2026-01-08 03:15:26.894934,user_002,10.46.151.84,SG,dev_user_002_1,okta,login,True,False,True
2026-01-08 04:49:14.894934,user_002,10.49.20.80,AU,dev_user_002_1,okta,login,True,False,True
2026-01-08 06:24:36.894934,user_002,10.36.30.43,AU,dev_user_002_3,okta,login,True,False,True
2026-01-08 06:54:10.894934,user_002,203.0.113.10,AU,attacker_dev_203_0_113_10,vpn,login,False,True,True
2026-01-08 08:26:16.894934,user_002,10.155.43.64,US,dev_user_002_2,ad,login,True,False,False
2026-01-08 09:26:24.894934,user_002,10.242.34.24,AU,dev_user_002_1,vpn,login,True,False,False
2026-01-08 09:49:41.894934,user_002,10.255.149.131,SG,dev_user_002_2,okta,login,True,False,False
2026-01-08 14:29:31.894934,user_002,10.89.40.157,AU,dev_user_002_3,okta,login,True,False,False
2026-01-08 15:44:01.894934,user_002,10.135.26.33,SG,dev_user_002_3,okta,login,True,False,False
2026-01-08 17:50:36.894934,user_002,10.223.251.249,US,dev_user_002_2,okta,login,True,False,False
2026-01-08 18:54:34.894934,user_002,10.98.110.190,DE,dev_user_002_3,okta,login,True,False,False
2026-01-08 19:59:09.894934,user_002,203.0.113.10,US,attacker_dev_203_0_113_10,vpn,login,False,True,True
2026-01-08 22:35:59.894934,user_002,10.217.58.140,IN,dev_user_002_1,ad,login,False,False,True
2026-01-08 22:43:44.894934,user_002,203.0.113.10,DE,attacker_dev_203_0_113_10,ad,login,False,True,True
2026-01-09 00:45:04.894934,user_002,10.35.106.151,IN,dev_user_002_2,vpn,login,True,False,True
2026-01-09 02:45:40.894934,user_002,10.10.25.202,GB,dev_user_002_1,vpn,login,True,False,True
2026-01-09 03:12:41.894934,user_002,203.0.113.11,SG,attacker_dev_203_0_113_11,ad,login,False,True,True
2026-01-09 03:36:39.894934,user_002,10.220.231.228,IN,dev_user_002_2,okta,login,True,False,True
2026-01-09 04:28:03.894934,user_002,10.238.131.197,GB,dev_user_002_3,vpn,login,True,True,True
2026-01-09 04:31:54.894934,user_002,203.0.113.11,AU,attacker_dev_203_0_113_11,okta,login,False,True,True
2026-01-09 04:46:13.894934,user_002,10.97.128.174,AU,dev_user_002_3,ad,login,True,False,True
2026-01-09 06:43:01.894934,user_002,10.194.230.233,DE,dev_user_002_3,okta,login,False,False,True
2026-01-09 08:07:47.894934,user_002,10.61.98.81,US,dev_user_002_3,ad,login,False,False,False
2026-01-09 09:05:11.894934,user_002,10.241.12.159,CA,dev_user_002_3,okta,login,True,False,False
2026-01-09 10:58:48.894934,user_002,10.243.251.115,AU,dev_user_002_1,vpn,login,True,False,False
2026-01-09 12:29:11.894934,user_002,10.44.142.226,DE,dev_user_002_2,vpn,login,True,False,False
2026-01-09 13:54:20.894934,user_002,10.13.46.59,SG,dev_user_002_3,ad,login,False,False,False
2026-01-09 16:43:13.894934,user_002,203.0.113.10,DE,attacker_dev_203_0_113_10,vpn,login,False,True,False
2026-01-09 19:28:53.894934,user_002,10.20.89.121,CA,dev_user_002_2,ad,login,False,False,True
2026-01-09 19:38:52.894934,user_002,10.247.238.112,AU,dev_user_002_3,ad,login,True,False,True
2026-01-09 20:16:41.894934,user_002,10.252.224.21,CA,dev_user_002_2,vpn,login,True,False,True
2026-01-10 02:56:49.894934,user_002,10.173.58.120,US,dev_user_002_1,vpn,login,False,False,True
2026-01-10 02:58:22.894934,user_002,10.11.202.71,US,dev_user_002_3,ad,login,True,False,True
2026-01-10 04:12:23.894934,user_002,10.14.23.84,AU,dev_user_002_2,vpn,login,True,False,True
2026-01-10 04:49:23.894934,user_002,10.61.21.89,CA,dev_user_002_3,okta,login,True,False,True
2026-01-10 05:01:21.894934,user_002,10.7.64.71,US,dev_user_002_3,vpn,login,True,False,True
2026-01-10 05:55:45.894934,user_002,10.30.50.243,AU,dev_user_002_3,vpn,login,True,False,True
2026-01-10 07:29:36.894934,user_002,10.7.208.24,IN,dev_user_002_2,vpn,login,False,False,False
2026-01-10 10:29:44.894934,user_002,10.53.82.85,DE,dev_user_002_2,ad,login,True,False,False
2026-01-10 13:40:52.894934,user_002,10.51.225.26,CA,dev_user_002_1,okta,login,True,False,False
2026-01-10 15:57:42.894934,user_002,10.179.3.47,AU,dev_user_002_3,vpn,login,True,False,False
2026-01-10 17:06:26.894934,user_002,10.217.169.91,SG,dev_user_002_2,okta,login,True,False,False
2026-01-10 17:38:02.894934,user_002,10.153.217.177,GB,dev_user_002_2,okta,login,True,False,False
2026-01-10 18:57:32.894934,user_002,10.188.58.196,GB,dev_user_002_1,ad,login,True,False,False
2026-01-10 19:24:18.894934,user_002,10.53.108.40,SG,dev_user_002_1,okta,login,True,False,True
2026-01-10 20:19:51.894934,user_002,10.132.174.72,CA,dev_user_002_2,ad,login,True,False,True
2026-01-10 21:27:07.894934,user_002,10.31.203.71,IN,dev_user_002_2,vpn,login,True,False,True
2026-01-10 22:28:32.894934,user_002,10.235.78.112,IN,dev_user_002_3,ad,login,False,False,True
2026-01-11 01:31:19.894934,user_002,10.66.30.151,CA,dev_user_002_2,ad,login,True,False,True
2026-01-11 02:17:48.894934,user_002,10.203.101.20,CA,dev_user_002_3,ad,login,True,False,True
2026-01-11 03:22:10.894934,user_002,10.172.14.127,AU,dev_user_002_1,okta,login,True,False,True
2026-01-11 04:01:20.894934,user_002,10.197.77.127,US,dev_user_002_3,vpn,login,False,False,True
2026-01-11 04:31:45.894934,user_002,10.119.210.12,GB,dev_user_002_2,ad,login,True,False,True
2026-01-11 05:01:51.894934,user_002,10.247.54.61,DE,dev_user_002_2,ad,login,True,False,True
2026-01-11 08:44:07.894934,user_002,10.187.46.203,DE,dev_user_002_2,vpn,login,True,False,False
2026-01-11 08:45:22.894934,user_002,10.41.168.219,SG,dev_user_002_2,ad,login,False,False,False
2026-01-11 09:07:09.894934,user_002,10.212.48.81,DE,dev_user_002_3,okta,login,True,False,False
2026-01-11 09:21:23.894934,user_002,203.0.113.11,SG,attacker_dev_203_0_113_11,okta,login,False,True,False
2026-01-11 09:37:15.894934,user_002,10.18.232.23,GB,dev_user_002_2,okta,login,True,False,False
2026-01-11 10:42:19.894934,user_002,10.0.236.106,US,dev_user_002_3,vpn,login,True,False,False
2026-01-11 10:46:16.894934,user_002,10.124.156.170,CA,dev_user_002_2,okta,login,True,False,False
2026-01-11 12:23:44.894934,user_002,10.79.38.121,AU,dev_user_002_2,okta,login,True,False,False
2026-01-11 12:38:15.894934,user_002,10.181.216.223,SG,dev_user_002_2,vpn,login,True,False,False
2026-01-11 18:17:07.894934,user_002,10.50.58.219,SG,dev_user_002_3,ad,login,True,False,False
2026-01-11 18:25:38.894934,user_002,10.74.125.136,DE,dev_user_002_3,ad,login,True,False,False
2026-01-11 20:35:29.894934,user_002,10.248.62.8,SG,dev_user_002_1,ad,login,True,False,True
2026-01-11 21:16:36.894934,user_002,10.174.94.248,US,dev_user_002_2,okta,login,True,False,True
2026-01-11 22:07:31.894934,user_002,10.227.120.219,GB,dev_user_002_3,vpn,login,True,False,True
2026-01-11 22:10:39.894934,user_002,10.37.41.83,CA,dev_user_002_1,vpn,login,True,False,True
2026-01-11 23:27:43.894934,user_002,203.0.113.11,DE,attacker_dev_203_0_113_11,okta,login,False,True,True
2026-01-12 00:11:58.894934,user_002,10.240.149.9,IN,dev_user_002_3,okta,login,True,False,True
2026-01-12 01:06:50.894934,user_002,10.189.214.151,SG,dev_user_002_1,ad,login,False,False,True
2026-01-12 01:06:53.894934,user_002,10.174.80.95,GB,dev_user_002_2,ad,login,True,False,True
2026-01-12 01:13:37.894934,user_002,10.36.119.237,GB,dev_user_002_3,ad,login,True,False,True
2026-01-12 01:26:48.894934,user_002,10.188.134.150,DE,dev_user_002_2,ad,login,True,False,True
2026-01-12 04:27:10.894934,user_002,203.0.113.10,GB,attacker_dev_203_0_113_10,okta,login,False,True,True
2026-01-12 06:31:29.894934,user_002,10.124.233.142,IN,dev_user_002_1,okta,login,False,False,True
2026-01-12 11:06:21.894934,user_002,10.18.35.61,SG,dev_user_002_2,ad,login,False,False,False
2026-01-12 11:35:56.894934,user_002,10.76.228.138,DE,dev_user_002_2,okta,login,True,False,False
2026-01-12 13:56:12.894934,user_002,10.73.118.119,SG,dev_user_002_2,okta,login,True,False,False
2026-01-12 14:10:38.894934,user_002,10.226.26.53,GB,dev_user_002_1,ad,login,True,False,False
2026-01-12 15:44:04.894934,user_002,10.113.22.187,AU,dev_user_002_3,ad,login,True,False,False
2026-01-12 16:21:09.894934,user_002,10.174.6.218,DE,dev_user_002_1,okta,login,True,True,False
2026-01-12 16:52:12.894934,user_002,10.136.1.73,SG,dev_user_002_3,okta,login,True,False,False
2026-01-12 17:01:00.894934,user_002,10.69.35.71,AU,dev_user_002_2,okta,login,False,False,False
2026-01-12 17:03:57.894934,user_002,203.0.113.10,DE,attacker_dev_203_0_113_10,ad,login,False,True,False
2026-01-12 19:27:33.894934,user_002,10.97.43.62,SG,dev_user_002_2,okta,login,True,False,True
2026-01-12 21:47:32.894934,user_002,10.144.51.214,IN,dev_user_002_1,okta,login,True,False,True
2026-01-13 02:05:41.894934,user_002,10.187.139.213,IN,dev_user_002_2,okta,login,False,False,True
2026-01-13 03:15:58.894934,user_002,10.193.233.239,GB,dev_user_002_3,vpn,login,True,False,True
2026-01-13 04:42:04.894934,user_002,10.166.195.153,CA,dev_user_002_2,okta,login,True,False,True
2026-01-13 08:22:26.894934,user_002,10.13.136.8,IN,dev_user_002_3,okta,login,True,False,False
2026-01-13 10:18:15.894934,user_002,10.43.26.40,IN,dev_user_002_1,ad,login,True,False,False
2026-01-13 10:46:27.894934,user_002,10.147.224.32,DE,dev_user_002_2,ad,login,True,False,False
2026-01-06 17:26:49.894934,user_003,10.108.97.247,SG,dev_user_003_2,vpn,login,True,False,False
2026-01-06 20:38:11.894934,user_003,10.184.188.120,AU,dev_user_003_1,ad,login,True,False,True
2026-01-06 23:33:56.894934,user_003,10.203.253.48,SG,dev_user_003_1,okta,login,True,False,True
2026-01-06 23:56:05.894934,user_003,10.29.188.213,GB,dev_user_003_1,vpn,login,True,False,True
2026-01-07 01:42:25.894934,user_003,10.210.186.174,SG,dev_user_003_2,vpn,login,True,False,True
2026-01-07 01:51:56.894934,user_003,10.205.224.60,CA,dev_user_003_1,vpn,login,True,False,True
2026-01-07 02:10:20.894934,user_003,10.216.176.180,US,dev_user_003_1,ad,login,False,False,True
2026-01-07 02:54:17.894934,user_003,10.169.139.32,AU,dev_user_003_2,okta,login,False,False,True
2026-01-07 04:56:14.894934,user_003,10.3.104.78,IN,dev_user_003_2,vpn,login,True,True,True
2026-01-07 05:45:54.894934,user_003,10.211.213.143,CA,dev_user_003_2,vpn,login,True,False,True
2026-01-07 07:07:17.894934,user_003,10.70.106.144,GB,dev_user_003_2,ad,login,True,False,False
2026-01-07 08:33:50.894934,user_003,10.120.187.93,DE,dev_user_003_1,ad,login,True,False,False
2026-01-07 08:39:32.894934,user_003,10.176.123.188,SG,dev_user_003_1,ad,login,True,False,False
2026-01-07 09:05:02.894934,user_003,10.241.16.74,DE,dev_user_003_1,vpn,login,True,False,False
2026-01-07 10:14:08.894934,user_003,10.30.80.113,DE,dev_user_003_2,okta,login,True,False,False
2026-01-07 10:55:44.894934,user_003,10.90.252.119,AU,dev_user_003_2,ad,login,True,False,False
2026-01-07 14:05:34.894934,user_003,10.33.158.102,SG,dev_user_003_2,ad,login,True,False,False
2026-01-07 15:02:17.894934,user_003,10.118.19.234,IN,dev_user_003_1,okta,login,False,False,False
2026-01-07 16:45:49.894934,user_003,10.94.71.123,GB,dev_user_003_1,vpn,login,True,False,False
2026-01-07 18:15:59.894934,user_003,10.70.2.247,CA,dev_user_003_2,vpn,login,True,False,False
2026-01-07 18:22:08.894934,user_003,10.17.228.154,SG,dev_user_003_1,ad,login,True,False,False
2026-01-07 18:26:24.894934,user_003,10.19.172.225,AU,dev_user_003_1,ad,login,True,False,False
2026-01-07 18:51:44.894934,user_003,10.63.145.22,AU,dev_user_003_2,vpn,login,True,False,False
2026-01-07 20:54:19.894934,user_003,10.213.157.204,SG,dev_user_003_1,ad,login,True,False,True
2026-01-07 21:16:47.894934,user_003,10.145.249.135,SG,dev_user_003_1,okta,login,True,False,True
2026-01-07 21:50:57.894934,user_003,10.16.214.158,AU,dev_user_003_1,vpn,login,True,False,True
2026-01-07 23:35:13.894934,user_003,10.65.49.101,GB,dev_user_003_2,okta,login,True,False,True
2026-01-07 23:55:43.894934,user_003,10.3.254.192,DE,dev_user_003_1,vpn,login,True,False,True
2026-01-08 02:33:51.894934,user_003,10.221.28.213,US,dev_user_003_1,ad,login,True,False,True
2026-01-08 03:53:08.894934,user_003,10.244.78.117,SG,dev_user_003_2,ad,login,True,False,True
2026-01-08 04:04:09.894934,user_003,10.239.139.50,AU,dev_user_003_2,vpn,login,True,False,True
2026-01-08 05:03:34.894934,user_003,10.19.146.235,AU,dev_user_003_1,okta,login,True,False,True
2026-01-08 06:00:51.894934,user_003,10.49.25.75,DE,dev_user_003_2,ad,login,True,False,True
2026-01-08 06:42:30.894934,user_003,10.113.211.77,GB,dev_user_003_1,vpn,login,True,False,True
2026-01-08 06:49:38.894934,user_003,10.160.163.188,AU,dev_user_003_2,okta,login,True,False,True
2026-01-08 07:59:55.894934,user_003,10.120.52.38,GB,dev_user_003_1,vpn,login,True,False,False
2026-01-08 08:31:53.894934,user_003,10.216.56.199,GB,dev_user_003_2,vpn,login,True,False,False
2026-01-08 08:46:48.894934,user_003,10.170.41.150,SG,dev_user_003_2,vpn,login,True,False,False
2026-01-08 09:54:36.894934,user_003,10.83.92.213,SG,dev_user_003_1,ad,login,True,False,False
2026-01-08 11:29:48.894934,user_003,10.167.160.49,AU,dev_user_003_2,vpn,login,False,False,False
2026-01-08 11:34:49.894934,user_003,10.15.73.218,CA,dev_user_003_2,ad,login,True,False,False
2026-01-08 12:09:25.894934,user_003,10.165.115.89,CA,dev_user_003_1,okta,login,True,False,False
2026-01-08 13:57:10.894934,user_003,10.39.58.136,CA,dev_user_003_2,vpn,login,True,False,False
2026-01-08 14:05:58.894934,user_003,10.78.87.169,CA,dev_user_003_2,ad,login,True,False,False
2026-01-08 17:32:33.894934,user_003,10.150.164.27,US,dev_user_003_2,okta,login,True,False,False
2026-01-08 19:47:14.894934,user_003,10.111.245.54,AU,dev_user_003_2,okta,login,False,False,True
2026-01-08 20:27:45.894934,user_003,10.26.137.97,SG,dev_user_003_1,ad,login,False,False,True
2026-01-08 21:14:35.894934,user_003,10.89.207.212,DE,dev_user_003_2,ad,login,True,False,True
2026-01-08 22:57:38.894934,user_003,10.205.20.12,US,dev_user_003_2,vpn,login,True,False,True
2026-01-08 23:08:49.894934,user_003,10.70.128.14,SG,dev_user_003_2,okta,login,True,False,True
2026-01-08 23:41:54.894934,user_003,10.22.102.227,US,dev_user_003_2,okta,login,True,False,True
2026-01-09 00:12:25.894934,user_003,10.169.40.237,DE,dev_user_003_1,okta,login,True,False,True
2026-01-09 00:32:58.894934,user_003,10.203.122.142,GB,dev_user_003_2,okta,login,True,False,True
2026-01-09 00:48:30.894934,user_003,10.250.46.231,CA,dev_user_003_1,okta,login,True,False,True
2026-01-09 03:22:08.894934,user_003,10.174.248.50,IN,dev_user_003_1,vpn,login,True,False,True
2026-01-09 05:50:38.894934,user_003,10.1.11.251,GB,dev_user_003_2,okta,login,True,False,True
2026-01-09 07:52:31.894934,user_003,10.126.235.89,IN,dev_user_003_1,okta,login,False,False,False
2026-01-09 08:00:19.894934,user_003,10.181.36.102,AU,dev_user_003_1,ad,login,True,False,False
2026-01-09 09:34:52.894934,user_003,10.228.136.245,GB,dev_user_003_1,okta,login,True,False,False
2026-01-09 10:25:52.894934,user_003,10.214.234.17,US,dev_user_003_1,okta,login,True,False,False
2026-01-09 11:05:53.894934,user_003,10.110.180.13,US,dev_user_003_2,okta,login,True,False,False
2026-01-09 11:31:32.894934,user_003,10.16.56.49,US,dev_user_003_2,okta,login,True,False,False
2026-01-09 17:58:54.894934,user_003,10.247.98.246,IN,dev_user_003_2,okta,login,True,False,False
2026-01-09 18:19:19.894934,user_003,10.116.26.150,DE,dev_user_003_2,vpn,login,True,False,False
2026-01-09 20:05:46.894934,user_003,10.70.55.158,SG,dev_user_003_1,ad,login,True,False,True
2026-01-10 00:09:40.894934,user_003,10.251.102.32,IN,dev_user_003_2,vpn,login,True,False,True
2026-01-10 01:02:31.894934,user_003,10.37.197.130,DE,dev_user_003_2,ad,login,True,False,True
2026-01-10 01:14:05.894934,user_003,10.119.163.148,CA,dev_user_003_2,ad,login,True,False,True
2026-01-10 01:33:17.894934,user_003,10.153.80.183,SG,dev_user_003_1,ad,login,True,False,True
2026-01-10 03:40:02.894934,user_003,10.147.106.177,SG,dev_user_003_2,okta,login,True,False,True
2026-01-10 04:58:19.894934,user_003,10.247.125.207,AU,dev_user_003_2,ad,login,True,False,True
2026-01-10 05:11:01.894934,user_003,10.140.28.91,CA,dev_user_003_2,vpn,login,True,False,True
2026-01-10 06:44:30.894934,user_003,10.11.202.66,AU,dev_user_003_1,vpn,login,True,False,True
2026-01-10 08:22:04.894934,user_003,10.88.235.234,CA,dev_user_003_2,okta,login,True,False,False
2026-01-10 09:45:33.894934,user_003,10.83.201.254,CA,dev_user_003_2,ad,login,True,False,False
2026-01-10 09:49:08.894934,user_003,10.213.209.39,GB,dev_user_003_1,okta,login,True,False,False
2026-01-10 13:50:02.894934,user_003,10.68.22.91,CA,dev_user_003_1,okta,login,True,False,False
2026-01-10 15:32:14.894934,user_003,10.26.171.17,GB,dev_user_003_2,vpn,login,True,False,False
2026-01-10 21:42:28.894934,user_003,10.120.31.171,US,dev_user_003_2,okta,login,True,False,True
2026-01-10 23:31:16.894934,user_003,10.206.187.12,DE,dev_user_003_1,vpn,login,True,False,True
2026-01-11 00:54:30.894934,user_003,10.54.163.62,DE,dev_user_003_2,vpn,login,True,False,True
